"Current Obesity Reports,CURR OBES REP,SPRINGER,2162-4968,2162-4968,NUTRITION & DIETETICS,SCIE,""3,471"",9.5,Q1,1.94,41.07%,";
"CURRENT OPINION IN BIOTECHNOLOGY,CURR OPIN BIOTECH,ELSEVIER SCI LTD,0958-1669,1879-0429,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,""18,270"",7.1,Q1,1.05,44.3%,";
"CURRENT OPINION IN CHEMICAL BIOLOGY,CURR OPIN CHEM BIOL,ELSEVIER SCI LTD,1367-5931,1879-0402,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,""10,868"",6.9,Q1,0.9,41.27%,";
"Current Opinion in Chemical Engineering,CURR OPIN CHEM ENG,ELSEVIER SCI LTD,2211-3398,2211-3398,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,""4,363"",8,Q1,1.36,26.94%,";
"Current Opinion in Electrochemistry,CURR OPIN ELECTROCHE,ELSEVIER,2451-9103,2451-9103,""MATERIALS SCIENCE, MULTIDISCIPLINARY"",SCIE,""7,934"",7.9,Q1,0.55,27.6%,";
"Current Opinion in Environmental Science & Health,CURR OPIN ENV SCI HL,ELSEVIER,2468-5844,2468-5844,ENVIRONMENTAL SCIENCES,ESCI,""3,096"",6.7,Q1,1.64,21.16%,";
"Current Opinion in Environmental Sustainability,CURR OPIN ENV SUST,ELSEVIER SCI LTD,1877-3435,1877-3443,ENVIRONMENTAL SCIENCES,SCIE,""8,552"",6.6,Q1,1.02,45.63%,";
"Current Opinion in Environmental Sustainability,CURR OPIN ENV SUST,ELSEVIER SCI LTD,1877-3435,1877-3443,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,SCIE,""8,552"",6.6,Q2,1.02,45.63%,";
"Current Opinion in Green and Sustainable Chemistry,CURR OPIN GREEN SUST,ELSEVIER,2452-2236,2452-2236,""CHEMISTRY, MULTIDISCIPLINARY"",SCIE,""5,398"",9.3,Q1,1.33,26.27%,";
"Current Opinion in Green and Sustainable Chemistry,CURR OPIN GREEN SUST,ELSEVIER,2452-2236,2452-2236,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,SCIE,""5,398"",9.3,Q1,1.33,26.27%,";
"Current Opinion in Insect Science,CURR OPIN INSECT SCI,ELSEVIER,2214-5745,2214-5753,ECOLOGY,SCIE,""5,100"",5.8,Q1,1.91,38.97%,";
"CURRENT OPINION IN LIPIDOLOGY,CURR OPIN LIPIDOL,LIPPINCOTT WILLIAMS & WILKINS,0957-9672,1473-6535,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,""3,994"",3.8,Q2,0.6,18.25%,";
"CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,CURR OPIN SOLID ST M,PERGAMON-ELSEVIER SCIENCE LTD,1359-0286,1879-0348,""MATERIALS SCIENCE, MULTIDISCIPLINARY"",SCIE,""5,275"",12.2,Q1,0.97,40.43%,";
"CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,CURR OPIN SOLID ST M,PERGAMON-ELSEVIER SCIENCE LTD,1359-0286,1879-0348,""PHYSICS, APPLIED"",SCIE,""5,275"",12.2,Q1,0.97,40.43%,";
"CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,CURR OPIN SOLID ST M,PERGAMON-ELSEVIER SCIENCE LTD,1359-0286,1879-0348,""PHYSICS, CONDENSED MATTER"",SCIE,""5,275"",12.2,Q1,0.97,40.43%,";
"CURRENT OPINION IN STRUCTURAL BIOLOGY,CURR OPIN STRUC BIOL,CURRENT BIOLOGY LTD,0959-440X,1879-033X,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,""11,970"",6.1,Q1,1.17,52.34%,";
Current Opinion in Systems Biology,CURR OPIN SYST BIOL,ELSEVIER,2452-3100,2452-3100,BIOCHEMISTRY & MOLECULAR BIOLOGY,ESCI,922,3.4,Q2,0.75,56.3%,;
"CURRENT PHARMACEUTICAL BIOTECHNOLOGY,CURR PHARM BIOTECHNO,BENTHAM SCIENCE PUBL LTD,1389-2010,1873-4316,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,""4,487"",2.2,Q4,0.51,0.66%,";
"Current Pollution Reports,CURR POLLUT REP,SPRINGER HEIDELBERG,2198-6592,2198-6592,""PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"",SCIE,""2,159"",6.4,Q1,1.33,19.66%,";
"Current Pollution Reports,CURR POLLUT REP,SPRINGER HEIDELBERG,2198-6592,2198-6592,ENVIRONMENTAL SCIENCES,SCIE,""2,159"",6.4,Q1,1.33,19.66%,";
"CURRENT PROTEIN & PEPTIDE SCIENCE,CURR PROTEIN PEPT SC,BENTHAM SCIENCE PUBL LTD,1389-2037,1875-5550,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,""3,391"",1.9,Q4,0.25,0%,";
Current Proteomics,CURR PROTEOMICS,BENTHAM SCIENCE PUBL LTD,1570-1646,1875-6247,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,171,0.5,Q4,0.16,0.83%,;
Current Research in Biotechnology,CURR RES BIOTECHNOL,ELSEVIER,2590-2628,2590-2628,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,ESCI,488,3.6,Q2,0.99,100%,;
Current Research in Environmental Sustainability,CURR RES ENVIRON SUS,ELSEVIER,2666-0490,2666-0490,ENVIRONMENTAL SCIENCES,ESCI,783,3.7,Q2,0.81,98.95%,;
Current Research in Structural Biology,CURR RES STRUCT BIOL,ELSEVIER,,2665-928X,BIOCHEMISTRY & MOLECULAR BIOLOGY,ESCI,235,2.7,Q3,0.58,100%,;
CyberGeo-European Journal of Geography,CYBERGEO,CYBERGEO,1278-3366,1278-3366,GEOGRAPHY,ESCI,325,0.3,Q4,0.07,83.33%,;
"Cybersecurity,CYBERSECURITY,SPRINGERNATURE,2523-3246,2523-3246,""COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS"",ESCI,668,3.9,Q2,0.84,100%,";
"Cyborg and Bionic Systems,CYBORG BIONIC SYST,AMER ASSOC ADVANCEMENT SCIENCE,,2692-7632,""ENGINEERING, BIOMEDICAL"",ESCI,668,10.5,Q1,1.83,87.76%,";
Cyborg and Bionic Systems,CYBORG BIONIC SYST,AMER ASSOC ADVANCEMENT SCIENCE,,2692-7632,ROBOTICS,ESCI,668,10.5,Q1,1.83,87.76%,;
"CYTOKINE & GROWTH FACTOR REVIEWS,CYTOKINE GROWTH F R,ELSEVIER SCI LTD,1359-6101,1879-0305,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,""7,894"",9.3,Q1,1.34,25%,";
"CYTOKINE & GROWTH FACTOR REVIEWS,CYTOKINE GROWTH F R,ELSEVIER SCI LTD,1359-6101,1879-0305,CELL BIOLOGY,SCIE,""7,894"",9.3,Q1,1.34,25%,";
"CYTOKINE,CYTOKINE,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,1043-4666,1096-0023,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,""13,149"",3.7,Q2,0.66,17.22%,";
"CYTOTECHNOLOGY,CYTOTECHNOLOGY,SPRINGER,0920-9069,1573-0778,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,""3,042"",2,Q3,0.38,6.25%,";
"CYTOTHERAPY,CYTOTHERAPY,ELSEVIER SCI LTD,1465-3249,1477-2566,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,""6,945"",3.7,Q2,0.81,33.33%,";
"Czech Polar Reports,CZECH POLAR REP,MASARYK UNIV PRESS,1805-0689,1805-0697,""GEOSCIENCES, MULTIDISCIPLINARY"",ESCI,121,0.5,Q4,0.17,98.48%,";
Czech Polar Reports,CZECH POLAR REP,MASARYK UNIV PRESS,1805-0689,1805-0697,ECOLOGY,ESCI,121,0.5,Q4,0.17,98.48%,;
"Data-Centric Engineering,DATA-CENTRIC ENG,CAMBRIDGE UNIV PRESS,,2632-6736,""COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS"",ESCI,216,2.4,Q3,0.64,100%,";
"Data-Centric Engineering,DATA-CENTRIC ENG,CAMBRIDGE UNIV PRESS,,2632-6736,""ENGINEERING, MULTIDISCIPLINARY"",ESCI,216,2.4,Q2,0.64,100%,";
"Defence Technology,DEF TECHNOL,KEAI PUBLISHING LTD,2096-3459,2214-9147,""ENGINEERING, MULTIDISCIPLINARY"",SCIE,""4,446"",5,Q1,1.67,95.85%,";
"Desalination and Water Treatment,DESALIN WATER TREAT,DESALINATION PUBL,1944-3994,1944-3986,WATER RESOURCES,SCIE,""17,895"",1,Q4,0.21,0%,";
"Desalination and Water Treatment,DESALIN WATER TREAT,DESALINATION PUBL,1944-3994,1944-3986,WATER RESOURCES,SCIE,""21,105"",1.273,Q4,0.24,0%,";
"DESALINATION,DESALINATION,ELSEVIER,0011-9164,1873-4464,WATER RESOURCES,SCIE,""52,875"",8.3,Q1,1.78,11.9%,";
"DESALINATION,DESALINATION,ELSEVIER,0011-9164,1873-4464,WATER RESOURCES,SCIE,""60,800"",11.211,Q1,2.02,6.19%,";
"Design Studies,DESIGN STUD,ELSEVIER SCI LTD,0142-694X,1872-6909,""ENGINEERING, MULTIDISCIPLINARY"",SCIE,""3,214"",3.2,Q1,1.01,48.96%,";
"Detritus,DETRITUS,CISA PUBLISHER,2611-4127,2611-4135,""ENGINEERING, ENVIRONMENTAL"",ESCI,411,1.2,Q4,0.13,96%,";
"DEVELOPMENTAL CELL,DEV CELL,CELL PRESS,1534-5807,1878-1551,CELL BIOLOGY,SCIE,""33,248"",10.7,Q1,2.4,80.45%,";
"DEVELOPMENTAL CELL,DEV CELL,CELL PRESS,1534-5807,1878-1551,DEVELOPMENTAL BIOLOGY,SCIE,""33,248"",10.7,Q1,2.4,80.45%,";
"Developments in the Built Environment,DEV BUILT ENVIRON,ELSEVIER,,2666-1659,""ENGINEERING, CIVIL"",SCIE,""1,127"",6.2,Q1,1.21,94.7%,";
"Developments in the Built Environment,DEV BUILT ENVIRON,ELSEVIER,,2666-1659,CONSTRUCTION & BUILDING TECHNOLOGY,SCIE,""1,127"",6.2,Q1,1.21,94.7%,";
Developpement Durable & Territoires,DEV DURABLE TERRIT,RESEAU DEVELOPPEMENT DURABLE & TERRITOIRES FRAGILES,1772-9971,1772-9971,GEOGRAPHY,ESCI,108,0.1,Q4,0.05,36.17%,;
"DIABETES CARE,DIABETES CARE,AMER DIABETES ASSOC,0149-5992,1935-5548,ENDOCRINOLOGY & METABOLISM,SCIE,""75,526"",14.8,Q1,3.83,2.91%,";
"Dialogues in Human Geography,DIALOGUES HUM GEOGR,SAGE PUBLICATIONS LTD,2043-8206,2043-8214,GEOGRAPHY,SSCI,""1,525"",8.2,Q1,2.49,48.39%,";
"DIAMOND AND RELATED MATERIALS,DIAM RELAT MATER,ELSEVIER SCIENCE SA,0925-9635,1879-0062,""MATERIALS SCIENCE, MULTIDISCIPLINARY"",SCIE,""16,685"",4.3,Q2,0.86,4.97%,";
"Digest Journal of Nanomaterials and Biostructures,DIG J NANOMATER BIOS,VIRTUAL CO PHYSICS SRL,1842-3582,1842-3582,""MATERIALS SCIENCE, MULTIDISCIPLINARY"",SCIE,""1,987"",1.0,Q4,0.14,51.74%,";
"Digest Journal of Nanomaterials and Biostructures,DIG J NANOMATER BIOS,VIRTUAL CO PHYSICS SRL,1842-3582,1842-3582,NANOSCIENCE & NANOTECHNOLOGY,SCIE,""1,987"",1.0,Q4,0.14,51.74%,";
"Digital Discovery,DIGIT DISCOV,ROYAL SOC CHEMISTRY,,2635-098X,""CHEMISTRY, MULTIDISCIPLINARY"",ESCI,650,6.2,Q1,1.1,100%,";
"Digital Discovery,DIGIT DISCOV,ROYAL SOC CHEMISTRY,,2635-098X,""COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS"",ESCI,650,6.2,Q1,1.1,100%,";
"Digital Health,DIGIT HEALTH,SAGE PUBLICATIONS LTD,2055-2076,2055-2076,""PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"",""SCIE, SSCI"",""2,816"",2.9,Q2,0.97,93.81%,";
"Disability and Health Journal,DISABIL HEALTH J,ELSEVIER SCIENCE INC,1936-6574,1876-7583,""PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"",""SCIE, SSCI"",""3,360"",3.7,Q1,1.5,23.53%,";
"Disaster Medicine and Public Health Preparedness,DISASTER MED PUBLIC,CAMBRIDGE UNIV PRESS,1935-7893,1938-744X,""PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"",""SCIE, SSCI"",""3,537"",1.9,Q3,0.88,37.28%,";
"Disaster Prevention and Management,DISASTER PREV MANAG,EMERALD GROUP PUBLISHING LTD,0965-3562,1758-6100,""PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"",SSCI,""1,755"",1.9,Q3,0.45,11.11%,";
"Discover Nano,DISCOV NANO,SPRINGER,,2731-9229,""MATERIALS SCIENCE, MULTIDISCIPLINARY"",SCIE,130,,,,99.34%,";
Discover Nano,DISCOV NANO,SPRINGER,,2731-9229,NANOSCIENCE & NANOTECHNOLOGY,SCIE,130,,,,99.34%,;
Discover Sustainability,DISCOV SUSTAIN,SPRINGERNATURE,,2662-9984,ENVIRONMENTAL SCIENCES,ESCI,300,2.4,Q3,0.31,100%,;
Discover Sustainability,DISCOV SUSTAIN,SPRINGERNATURE,,2662-9984,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,ESCI,300,2.4,Q3,0.31,100%,;
"DIVERSITY AND DISTRIBUTIONS,DIVERS DISTRIB,WILEY,1366-9516,1472-4642,BIODIVERSITY CONSERVATION,SCIE,""11,735"",4.6,Q1,1.28,74.79%,";
"DIVERSITY AND DISTRIBUTIONS,DIVERS DISTRIB,WILEY,1366-9516,1472-4642,ECOLOGY,SCIE,""11,735"",4.6,Q1,1.28,74.79%,";
"Diversity-Basel,DIVERSITY-BASEL,MDPI,,1424-2818,BIODIVERSITY CONSERVATION,SCIE,""7,632"",2.1,Q2,0.63,99.8%,";
"Diversity-Basel,DIVERSITY-BASEL,MDPI,,1424-2818,ECOLOGY,SCIE,""7,632"",2.1,Q3,0.63,99.8%,";
"Diving and Hyperbaric Medicine,DIVING HYPERB MED,SOUTH PACIFIC UNDERWATER MED SOC,1833-3516,1833-3516,""PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"",SCIE,525,0.8,Q4,0.25,0%,";
"DNA AND CELL BIOLOGY,DNA CELL BIOL,""MARY ANN LIEBERT, INC"",1044-5498,1557-7430,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,""4,075"",2.6,Q3,0.53,7.85%,";
"Documenti Geografici,DOC GEOGR,""UNIV STUDI ROMA TOR VERGATA, FAC LETTERE & FILOSOFIA"",2035-8792,2281-7549,GEOGRAPHY,ESCI,43,0.1,Q4,0.05,0%,";
Documents d Analisi Geografica,DOC ANAL GEOGR,UNIV AUTONOMA BARCELONA,0212-1573,2014-4512,GEOGRAPHY,ESCI,328,0.7,Q3,0.24,87.32%,;
Doklady Biochemistry and Biophysics,DOKL BIOCHEM BIOPHYS,MAIK NAUKA/INTERPERIODICA/SPRINGER,1607-6729,1608-3091,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,719,0.8,Q4,0.18,22.61%,;
"DOKLADY CHEMISTRY,DOKL CHEM,MAIK NAUKA/INTERPERIODICA/SPRINGER,0012-5008,1608-3113,""CHEMISTRY, MULTIDISCIPLINARY"",SCIE,531,0.8,Q4,0.12,0.85%,";
"DOKLADY EARTH SCIENCES,DOKL EARTH SCI,MAIK NAUKA/INTERPERIODICA/SPRINGER,1028-334X,1531-8354,""GEOSCIENCES, MULTIDISCIPLINARY"",SCIE,""2,799"",0.7,Q4,0.2,12.55%,";
"DRUG AND CHEMICAL TOXICOLOGY,DRUG CHEM TOXICOL,TAYLOR & FRANCIS LTD,0148-0545,1525-6014,""CHEMISTRY, MULTIDISCIPLINARY"",SCIE,""2,847"",2.1,Q3,0.56,1.18%,";
"DRUG RESISTANCE UPDATES,DRUG RESIST UPDATE,CHURCHILL LIVINGSTONE,1368-7646,1532-2084,PHARMACOLOGY & PHARMACY,SCIE,""4,913"",15.8,Q1,2.6,40%,";
"DRUG SAFETY,DRUG SAFETY,ADIS INT LTD,0114-5916,1179-1942,""PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"",SCIE,""6,549"",4,Q1,1.01,54.2%,";
"DRUGS,DRUGS,ADIS INT LTD,0012-6667,1179-1950,PHARMACOLOGY & PHARMACY,SCIE,""19,942"",13.0,Q1,2.99,29.44%,";
"DRUGS,DRUGS,ADIS INT LTD,0012-6667,1179-1950,TOXICOLOGY,SCIE,""19,942"",13.0,Q1,2.99,29.44%,";
"Dyna,DYNA-BILBAO,FEDERACION ASOCIACIONES INGENIEROS INDUSTRIALES ESPANA,0012-7361,1989-1490,""ENGINEERING, MULTIDISCIPLINARY"",SCIE,333,0.8,Q3,0.2,3.26%,";
"Earth and Environmental Science Transactions of the Royal Society of Edinburgh,EARTH ENV SCI T R SO,CAMBRIDGE UNIV PRESS,1755-6910,1755-6929,""GEOSCIENCES, MULTIDISCIPLINARY"",SCIE,""2,251"",0.9,Q4,0.35,33.85%,";
"Earth and Planetary Physics,EARTH PLANET PHYS,SCIENCE PRESS,2096-3955,2096-3955,""GEOSCIENCES, MULTIDISCIPLINARY"",ESCI,804,2.5,Q2,0.68,98.79%,";
"Earth and Space Science,EARTH SPACE SCI,AMER GEOPHYSICAL UNION,,2333-5084,""GEOSCIENCES, MULTIDISCIPLINARY"",SCIE,""4,133"",2.9,Q2,0.71,81.14%,";
"Earth Interactions,EARTH INTERACT,AMER METEOROLOGICAL SOC,,1087-3562,""GEOSCIENCES, MULTIDISCIPLINARY"",SCIE,921,1.6,Q3,0.47,88.64%,";
"EARTH MOON AND PLANETS,EARTH MOON PLANETS,SPRINGER,0167-9295,1573-0794,""GEOSCIENCES, MULTIDISCIPLINARY"",SCIE,601,0.7,Q4,0.21,20%,";
"EARTH PLANETS AND SPACE,EARTH PLANETS SPACE,SPRINGER,,1880-5981,""GEOSCIENCES, MULTIDISCIPLINARY"",SCIE,""6,727"",3.0,Q2,0.8,100%,";
"Earth Science Informatics,EARTH SCI INFORM,SPRINGER HEIDELBERG,1865-0473,1865-0481,""COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS"",SCIE,""2,321"",2.7,Q2,0.63,5.69%,";
"Earth Science Informatics,EARTH SCI INFORM,SPRINGER HEIDELBERG,1865-0473,1865-0481,""GEOSCIENCES, MULTIDISCIPLINARY"",SCIE,""2,321"",2.7,Q2,0.63,5.69%,";
"EARTH SCIENCES HISTORY,EARTH SCI HIST,HISTORY EARTH SCIENCES SOC,0736-623X,1944-6187,""GEOSCIENCES, MULTIDISCIPLINARY"",SCIE,108,0.3,Q4,0.23,0%,";
"Earth Sciences Research Journal,EARTH SCI RES J,UNIV NACIONAL DE COLOMBIA,1794-6190,2339-3459,""GEOSCIENCES, MULTIDISCIPLINARY"",SCIE,392,0.7,Q4,0.16,85.59%,";
"Earth Surface Dynamics,EARTH SURF DYNAM,COPERNICUS GESELLSCHAFT MBH,2196-6311,2196-632X,""GEOSCIENCES, MULTIDISCIPLINARY"",SCIE,""1,983"",2.8,Q2,0.85,98.55%,";
"EARTH SURFACE PROCESSES AND LANDFORMS,EARTH SURF PROC LAND,WILEY,0197-9337,1096-9837,""GEOSCIENCES, MULTIDISCIPLINARY"",SCIE,""13,868"",2.8,Q2,0.85,35.98%,";
"Earth System Dynamics,EARTH SYST DYNAM,COPERNICUS GESELLSCHAFT MBH,2190-4979,2190-4987,""GEOSCIENCES, MULTIDISCIPLINARY"",SCIE,""3,443"",7.9,Q1,1.9,100%,";
"Earth System Science Data,EARTH SYST SCI DATA,COPERNICUS GESELLSCHAFT MBH,1866-3508,1866-3516,""GEOSCIENCES, MULTIDISCIPLINARY"",SCIE,""14,561"",11.2,Q1,2.6,99.63%,";
"Earth System Science Data,EARTH SYST SCI DATA,COPERNICUS GESELLSCHAFT MBH,1866-3508,1866-3516,METEOROLOGY & ATMOSPHERIC SCIENCES,SCIE,""14,561"",11.2,Q1,2.6,99.63%,";
"Earth Systems and Environment,EARTH SYST ENVIRON,SPRINGER INT PUBL AG,2509-9426,2509-9434,""GEOSCIENCES, MULTIDISCIPLINARY"",ESCI,""1,591"",5.3,Q1,1.36,28.4%,";
"Earth Systems and Environment,EARTH SYST ENVIRON,SPRINGER INT PUBL AG,2509-9426,2509-9434,ENVIRONMENTAL SCIENCES,ESCI,""1,591"",5.3,Q1,1.36,28.4%,";
"EARTH,EARTH-BASEL,MDPI,,2673-4834,""GEOSCIENCES, MULTIDISCIPLINARY"",ESCI,334,2.1,Q3,0.42,100%,";
EARTH,EARTH-BASEL,MDPI,,2673-4834,ENVIRONMENTAL SCIENCES,ESCI,334,2.1,Q3,0.42,100%,;
"EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS,EARTHQ ENG STRUCT D,WILEY,0098-8847,1096-9845,""ENGINEERING, CIVIL"",SCIE,""16,088"",4.3,Q1,1.05,24.29%,";
"EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS,EARTHQ ENG STRUCT D,WILEY,0098-8847,1096-9845,""ENGINEERING, GEOLOGICAL"",SCIE,""16,088"",4.3,Q1,1.05,24.29%,";
"Earthquake Engineering and Engineering Vibration,EARTHQ ENG ENG VIB,SPRINGER,1671-3664,1993-503X,""ENGINEERING, CIVIL"",SCIE,""2,591"",2.6,Q2,0.62,0.5%,";
"Earthquake Engineering and Engineering Vibration,EARTHQ ENG ENG VIB,SPRINGER,1671-3664,1993-503X,""ENGINEERING, GEOLOGICAL"",SCIE,""2,591"",2.6,Q2,0.62,0.5%,";
"EARTHQUAKE SPECTRA,EARTHQ SPECTRA,SAGE PUBLICATIONS INC,8755-2930,1944-8201,""ENGINEERING, CIVIL"",SCIE,""8,654"",3.1,Q2,1.02,13.58%,";
"EARTHQUAKE SPECTRA,EARTHQ SPECTRA,SAGE PUBLICATIONS INC,8755-2930,1944-8201,""ENGINEERING, GEOLOGICAL"",SCIE,""8,654"",3.1,Q2,1.02,13.58%,";
"Earthquakes and Structures,EARTHQ STRUCT,TECHNO-PRESS,2092-7614,2092-7622,""ENGINEERING, CIVIL"",SCIE,""1,618"",1.4,Q3,0.38,0%,";
"Earthquakes and Structures,EARTHQ STRUCT,TECHNO-PRESS,2092-7614,2092-7622,""ENGINEERING, GEOLOGICAL"",SCIE,""1,618"",1.4,Q3,0.38,0%,";
"Earths Future,EARTHS FUTURE,AMER GEOPHYSICAL UNION,,2328-4277,""GEOSCIENCES, MULTIDISCIPLINARY"",SCIE,""8,605"",7.3,Q1,1.69,78.77%,";
"Earths Future,EARTHS FUTURE,AMER GEOPHYSICAL UNION,,2328-4277,ENVIRONMENTAL SCIENCES,SCIE,""8,605"",7.3,Q1,1.69,78.77%,";
"EARTH-SCIENCE REVIEWS,EARTH-SCI REV,ELSEVIER,0012-8252,1872-6828,""GEOSCIENCES, MULTIDISCIPLINARY"",SCIE,""36,702"",10.8,Q1,1.93,32.05%,";
"EASTERN MEDITERRANEAN HEALTH JOURNAL,E MEDITERR HEALTH J,WHO EASTERN MEDITERRANEAN REGIONAL OFFICE,1020-3397,1687-1634,""PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"",SCIE,""2,916"",1.7,Q3,0.47,99.37%,";
"EBioMedicine,EBIOMEDICINE,ELSEVIER,2352-3964,2352-3964,""MEDICINE, RESEARCH & EXPERIMENTAL"",SCIE,""26,905"",9.7,Q1,2.48,77.56%,";
"EClinicalMedicine,ECLINICALMEDICINE,ELSEVIER,,2589-5370,""MEDICINE, GENERAL & INTERNAL"",SCIE,""13,947"",9.6,Q1,2.58,78.4%,";
"Eco mont-Journal on Protected Mountain Areas Research,ECO MONT,""AUSTRIAN ACAD SCIENCES PRESS, UNIV INNSBRUCK"",2073-106X,2073-1558,BIODIVERSITY CONSERVATION,SCIE,118,0.7,Q4,0.15,98.39%,";
"Eco mont-Journal on Protected Mountain Areas Research,ECO MONT,""AUSTRIAN ACAD SCIENCES PRESS, UNIV INNSBRUCK"",2073-106X,2073-1558,ECOLOGY,SCIE,118,0.7,Q4,0.15,98.39%,";
"ECOGRAPHY,ECOGRAPHY,WILEY,0906-7590,1600-0587,BIODIVERSITY CONSERVATION,SCIE,""16,934"",5.4,Q1,1.36,78.8%,";
"ECOGRAPHY,ECOGRAPHY,WILEY,0906-7590,1600-0587,ECOLOGY,SCIE,""16,934"",5.4,Q1,1.36,78.8%,";
"EcoHealth,ECOHEALTH,SPRINGER,1612-9202,1612-9210,ENVIRONMENTAL SCIENCES,SCIE,""2,565"",2.2,Q3,0.56,29.6%,";
"ECOHYDROLOGY & HYDROBIOLOGY,ECOHYDROL HYDROBIOL,EUROPEAN REGIONAL CENTRE ECOHYDROLOGY POLISH ACAD SCIENCES,1642-3593,2080-3397,ECOLOGY,SCIE,""1,226"",2.7,Q2,0.71,6.55%,";
"ECOHYDROLOGY & HYDROBIOLOGY,ECOHYDROL HYDROBIOL,EUROPEAN REGIONAL CENTRE ECOHYDROLOGY POLISH ACAD SCIENCES,1642-3593,2080-3397,WATER RESOURCES,SCIE,""1,155"",2.957,Q3,0.79,4.52%,";
"ECOHYDROLOGY & HYDROBIOLOGY,ECOHYDROL HYDROBIOL,EUROPEAN REGIONAL CENTRE ECOHYDROLOGY POLISH ACAD SCIENCES,1642-3593,2080-3397,WATER RESOURCES,SCIE,""1,226"",2.7,Q2,0.71,6.55%,";
"Ecohydrology,ECOHYDROLOGY,WILEY,1936-0584,1936-0592,ECOLOGY,SCIE,""3,778"",2.5,Q2,0.58,19.17%,";
"Ecohydrology,ECOHYDROLOGY,WILEY,1936-0584,1936-0592,ENVIRONMENTAL SCIENCES,SCIE,""3,778"",2.5,Q3,0.58,19.17%,";
"Ecohydrology,ECOHYDROLOGY,WILEY,1936-0584,1936-0592,WATER RESOURCES,SCIE,""3,778"",2.5,Q2,0.58,19.17%,";
"Ecohydrology,ECOHYDROLOGY,WILEY,1936-0584,1936-0592,WATER RESOURCES,SCIE,""3,962"",3.166,Q2,0.67,9.81%,";
Ecologia Aplicada,ECOL APL,UNIV NACIONAL AGRARIA LA MOLINA,1726-2216,1993-9507,ECOLOGY,ESCI,154,0.4,Q4,0.06,97.96%,;
"ECOLOGICAL APPLICATIONS,ECOL APPL,WILEY,1051-0761,1939-5582,ECOLOGY,SCIE,""22,067"",4.3,Q1,1.12,36.54%,";
"ECOLOGICAL APPLICATIONS,ECOL APPL,WILEY,1051-0761,1939-5582,ENVIRONMENTAL SCIENCES,SCIE,""22,067"",4.3,Q2,1.12,36.54%,";
Ecological Chemistry and Engineering S-Chemia I Inzynieria Ekologiczna S,ECOL CHEM ENG S,SCIENDO,1898-6196,2084-4549,ENVIRONMENTAL SCIENCES,SCIE,767,2.5,Q3,0.29,86.4%,;
"Ecological Complexity,ECOL COMPLEX,ELSEVIER,1476-945X,1476-9840,ECOLOGY,SCIE,""2,197"",3.1,Q2,0.85,13.98%,";
"ECOLOGICAL ECONOMICS,ECOL ECON,ELSEVIER,0921-8009,1873-6106,ECOLOGY,SCIE,""33,837"",6.6,Q1,1.58,42.01%,";
"ECOLOGICAL ECONOMICS,ECOL ECON,ELSEVIER,0921-8009,1873-6106,ENVIRONMENTAL SCIENCES,SCIE,""33,837"",6.6,Q1,1.58,42.01%,";
"ECOLOGICAL ENGINEERING,ECOL ENG,ELSEVIER,0925-8574,1872-6992,""ENGINEERING, ENVIRONMENTAL"",SCIE,""21,442"",3.9,Q2,0.75,21.24%,";
